InPlay,Velo,SpinRate,HorzBreak,InducedVertBreak
0,94.43,2313,4.48,15.79
0,89.83,2244,13.96,12.83
0,95.52,2443,11.09,11.58
0,94.15,2283,12.78,16.36
0,96.28,2422,2.14,15.64
1,96.42,1869,15.53,3
0,91.05,2277,10.35,20.08
0,95.93,2258,-0.31,18.06
0,93.38,2329,4.87,18.99
0,92.07,1873,3.69,13.38
0,92.02,2337,6.65,21.06
0,95.14,770,6,20.04
0,93.33,2146,7.83,17.68
1,93.71,2018,7.1,16.41
0,93.72,2376,9.91,18.36
0,94.82,2049,1.67,14.65
1,93.34,2483,12.04,18.39
0,95.7,2393,2.23,17.15
0,91.01,1886,12.56,4.32
0,95.26,1960,6.78,15.04
0,90.37,2354,11.45,18.88
0,93.24,2150,13.56,11.54
0,95.84,2356,10.91,17.58
0,95.15,2318,9.61,14.94
1,89.86,1926,15.06,7.13
0,91.58,2334,9.71,18.62
1,91.38,2072,-1.16,16.3
0,95.52,2288,3.45,16.89
1,93.42,2207,15.14,6.15
1,91.04,1512,10.87,3.75
0,92.03,2561,11.45,19.81
0,96.53,2020,15.9,12.79
1,90.63,2098,4.56,16.81
0,90.58,1967,15.84,4.71
0,96.13,2162,14.75,4.17
1,98.36,2140,6.63,14.19
1,94.87,2094,18.4,7.55
0,94.08,2523,5.18,20.53
0,93.96,2290,5.02,20.51
1,92.99,2292,9.96,17.63
0,91.98,2142,12.2,9.07
0,96.01,2486,6.8,19.25
0,92.18,2079,8.51,15.99
1,91.32,2321,11.11,17.61
0,94.57,2196,17.81,10.35
1,96.05,2176,6.9,15.02
0,93.61,2536,6.25,14.87
0,97.5,2301,5.63,20.13
0,94.33,2530,5.58,18.5
0,93.05,2306,1.8,18.66
0,93.51,1973,16.84,10.45
1,93.2,2604,8.06,16.27
0,95.81,2412,6.45,18.05
0,96.57,2286,10.42,18.85
0,98.37,2537,-0.84,17.39
1,86.32,1946,16.73,1.89
0,95.12,2328,10.18,18.84
1,90.99,2262,11.68,17.78
0,93,1932,4.87,10.47
0,93.68,2041,7.78,12.35
1,91.97,2173,12.4,11.43
0,94.88,2930,10.74,20.2
0,95.9,2477,9.39,18.99
0,97.84,2302,6.62,17.94
0,92.19,2851,9.85,21.42
0,95.08,2392,19.43,11.52
0,92.54,2196,7.85,14.21
1,96.35,2428,8.02,18.28
1,92.68,2328,15.62,14.45
0,93.46,2252,3.61,16.57
0,88.45,2108,15.35,16.47
0,98.08,2216,18.18,7.08
1,92.62,2209,5.95,19
0,98.9,2212,5.88,15.69
1,91.79,2082,11.3,6.58
1,92.19,2258,8.69,17.19
0,91.18,2217,17.74,11.16
0,94.62,2098,3.58,12.7
0,89.51,2341,5.3,18.67
0,95.21,2306,8.89,18.16
0,91.32,1887,6.98,15.51
1,93.62,2296,10.59,15.93
0,95.9,2602,9.04,18.08
0,95.71,2171,16.33,11.96
0,93.46,2024,11.1,9.34
0,97.4,2620,7.63,19.57
0,92.45,2538,12.09,11.25
1,93.04,2313,13.61,10.95
0,93.47,2217,11.94,14.75
0,96.12,1935,7.31,15.54
0,92.33,2214,3.29,16.97
0,94.45,2296,10.89,18.27
0,86.47,1768,12.47,10.3
0,96.05,2113,3.35,12.31
1,90.81,2616,13.38,19.96
0,92.72,2319,1.67,17.39
0,93.87,2256,16.91,5.44
0,91.59,2422,8.56,17.54
0,90.39,2250,2.83,20.77
0,92.16,1970,18.15,7.39
1,92.29,2352,11.85,21.07
0,93.41,2148,10.33,14.33
0,93.31,2104,8.29,15.18
0,93.17,2214,9.08,15.62
0,94.43,2372,1.5,18.6
1,95.27,2255,6.85,16.53
0,96.96,2067,8.79,12.84
0,92.95,1993,12.31,14.66
0,91.53,2166,3.92,21.66
0,94.94,2262,10.46,16.55
1,96.87,2123,10.99,16.36
0,90.33,1883,14.64,9
0,87.61,1882,15.79,10.13
0,88.98,1766,14.51,6.36
1,99.37,2403,16.77,10.11
0,95.76,2410,17.13,14.59
1,92.97,2503,9.37,16.65
0,94.11,2003,10.08,17.77
0,93.67,2254,14.95,10.57
0,96.37,2554,17.93,12.72
1,94.58,1947,6.48,14.55
0,92.84,2180,6.71,20.27
0,93,2131,14.03,11.58
0,95.75,2078,19.07,7.81
1,93.69,2091,13.39,8.09
0,90.39,1901,15.63,5.69
1,92.53,2372,4.2,11.71
0,94.57,2470,8.15,17.53
1,93.55,2220,17.89,7.89
1,90.61,1940,15.01,4.14
0,92.91,2443,10.07,20.43
1,86.87,1808,13.12,6.17
0,94.66,1776,5.47,13.66
0,94.92,2246,8.33,17.05
1,99.37,2464,6.92,17.03
0,97.49,2522,12.97,21.65
1,91.6,2106,16.78,12.94
1,92.28,1946,10.27,15.53
0,93.25,2259,14.3,13.33
0,89.33,1892,16.32,4.31
1,99.48,2013,13.36,7.4
0,94.26,2064,10.37,19.26
0,99.75,2116,13.95,9.07
0,95.31,2059,6.56,16.22
0,93.43,1912,2.78,9.58
0,95.93,2402,7.98,17.49
0,91.88,2313,8.16,16.4
0,89.57,2064,16.64,11.93
0,94.28,2154,6.12,18.97
0,98.51,2508,7.16,17.92
0,94.55,2174,11.73,17.84
0,96.72,2584,9.3,18.82
0,91.81,2148,1,18.68
1,94.14,2198,17.42,6.55
1,92.29,2265,14.72,13.31
1,96.24,2406,4.28,17.19
1,95.48,2208,14.27,9.63
1,94.54,2188,13.76,15.15
0,99.02,2389,11.4,16.93
0,96.94,2324,-0.9,17.51
0,95.78,2208,17.47,7.89
0,95.48,2277,11.9,9.38
1,94.83,2024,13.76,6.12
1,94.3,2210,9.5,13.28
0,97.65,2384,8.26,15.8
0,96.68,2720,8.74,20.47
0,98.71,2091,9.73,12.39
1,90.79,1880,8.2,13.76
0,94.28,2312,4.68,9.87
0,95.28,2058,15.68,14.1
1,99.04,2376,17.89,7.11
0,87.8,2162,18.96,7.94
0,93.8,2286,14.71,16.42
1,93.16,2003,12.07,14.84
0,95.12,1999,14.51,6.31
1,88.3,1753,13.92,7.23
1,93.05,2143,6.27,20.13
0,92.67,2346,3.06,16.21
0,94.44,2129,5.1,21.12
0,94.91,1997,16.3,7.43
1,94.01,2355,6.23,16.74
0,90.44,2207,12.84,18
0,92.78,2343,10.36,13.43
1,94.86,2398,10.34,14.35
1,95.7,2051,5.03,17.1
1,93.49,2108,15.04,4.34
0,92.66,2190,12.76,13.6
0,91.73,2211,1.14,15.89
0,93.53,2281,9.22,16.33
1,94.97,2370,10.74,18.26
0,93.52,2148,5.98,18.24
0,94.99,2245,15.2,15.42
0,89.32,1999,10.62,10.56
0,92.52,2427,7.6,22.91
1,95.02,2223,5.29,15.45
0,88.07,2159,17.25,8.09
0,96.43,2399,6.74,21.73
1,95.8,2245,14.46,10.58
0,95.89,2377,2.89,15.54
1,95.95,2389,12.3,12.66
1,93.06,2180,6.27,17.86
0,94.02,2158,18.43,9.26
0,94.19,2477,6.37,15.75
1,97.13,2264,17.05,10.9
0,93.89,2196,7.45,17.31
0,92.96,2104,6.87,18.31
1,95.63,2398,-1.39,11.37
0,93.96,2335,5.83,18.6
1,93.25,1986,15.09,8.6
0,93.27,2176,5.07,18.27
1,94.77,2362,4.73,13.44
0,75.47,1727,11.63,6.42
0,97.18,2423,5.98,20.93
1,92.36,1929,0.54,13.44
0,94.03,2450,2.15,16.98
0,95.83,2313,11.16,16.05
0,95.36,2562,5.55,18.55
0,92.86,2005,15.95,11.84
0,95.44,2276,9.79,14.93
0,92.37,2156,6.36,14.62
1,92.55,2398,10.69,12.51
0,95.77,1992,7.14,13.35
0,97.29,2340,5.83,17.69
0,94.23,2068,14.84,13.19
1,94.65,2796,10.21,20.46
0,89.06,2051,7.72,20.56
0,95.28,1990,3.83,13.82
1,93.29,2396,13.36,19.97
0,94.59,2008,9.3,11.58
0,94.37,2430,7.8,18.69
0,95.43,2207,9.38,15.79
0,92.18,2014,15.71,8.34
0,95.69,2235,6.99,14.85
0,95.22,2575,3.37,19.56
0,87.23,1897,16.47,14.73
0,93.93,2239,8.4,17.22
0,93.7,2292,8.98,15.17
1,96.8,2104,17.32,6.87
0,93.37,2499,11.44,16.97
1,91.14,2367,12.04,13.22
0,95.13,2334,9.7,16.08
0,93.76,2349,-3.36,11.1
0,96.76,2303,10.26,14.9
0,90.26,2313,6.57,17.23
0,94.31,2295,8.2,14.99
1,93.65,2220,1.02,16.31
0,93.18,2405,10.3,18.54
0,88.44,1970,13.82,10.87
0,93.65,2169,11.09,12.63
0,97.25,2390,8.09,15.4
0,93.93,2376,5.06,17.86
0,93.55,2316,6.94,20.42
0,94.38,2022,8.16,18.46
0,96.01,2805,8.65,20.65
0,90.18,2121,8.94,18.42
1,98.6,2043,15.38,9.37
0,93.52,2064,4.03,20.27
1,97.23,2198,17.31,10.22
0,95.52,2398,6.39,16.43
0,94.83,2319,6.65,15.53
0,94.32,2205,10.86,16.22
1,95.59,2007,12.53,5.44
0,92.51,2335,15.4,11.76
0,95.77,2114,7.09,16.44
0,91.06,1952,-1.68,17.03
0,92.16,2057,11.28,10.88
0,97.13,2065,13.12,15.78
1,92.16,2412,14.17,9.22
0,97.49,2168,17.08,12.12
0,93.44,2321,4.43,17.31
1,97.92,2179,10.5,14.61
0,93.66,2377,12.86,11.94
1,94.12,1940,4.81,7.96
0,96.02,2093,14.4,14.82
1,92.89,2006,8.91,15.18
0,96.24,2266,17.55,10.19
1,91.24,2049,15.3,7.28
0,94.69,2137,7.2,19.13
0,95.46,2171,2.35,15.91
0,94.14,2173,4.1,18.53
0,95.75,2175,7.34,19.43
0,93.46,2298,9.78,3.07
0,92.79,2319,0.84,18.99
0,91.13,2238,5.95,18.9
0,91.95,2062,15.03,5.37
0,94.28,2545,18.94,13.01
1,96.44,2437,15.46,12.88
0,97.15,2756,9.47,18.05
0,93.83,2615,9.66,19.49
0,95.4,2394,5.7,19.72
0,96.28,2308,13.84,16.08
0,96.72,2502,-1.06,17.74
1,96.66,2254,4.7,17.9
0,93.46,2242,-5.91,16.86
0,93.62,2178,16.09,4.51
0,90.53,2000,16.07,-1.91
0,98.35,2153,9.08,16.46
0,94.47,2310,5.17,15.17
0,94.3,2195,16.15,11.41
0,92.55,2339,3.59,14.16
0,93.19,2177,8,18.91
0,95.11,2417,6.29,17.18
0,95.1,2392,8.66,16.15
0,94.28,1977,6.89,17.31
0,88.11,2273,11.45,11.32
0,92.34,2490,1.15,22.35
0,97.63,2213,10.04,16.87
0,88.23,2172,3.27,20
0,91.09,2286,13.5,11.9
1,92.23,2243,10.58,16.36
0,91.04,2270,1.42,16.49
0,98.88,2166,1.99,20.47
0,94.38,2387,13.46,12.53
1,90.61,2051,4.15,14.96
0,95.5,2238,12.19,10.5
0,92.11,2088,20.92,9.62
0,94.58,1895,10.33,8.69
1,93.96,2089,3.02,13.46
1,93.73,2362,9.36,11.03
0,91.79,2015,14.28,12.78
1,99.6,2004,16.55,12.35
0,95.41,1981,9.79,13.82
1,93.7,2336,10.16,17.1
0,93.27,2654,6.6,24.84
0,90.71,1961,14.35,11.89
0,96.02,2326,17.15,6.58
0,95.47,2501,5.04,18.76
0,95.41,2221,18.17,10.06
0,91.58,2016,17.14,8.73
0,96.39,2570,2.97,18.04
1,94.6,2408,-2.29,3.21
1,94.11,2300,6.7,13.33
1,94.97,2140,8.16,9.83
0,96.38,2454,9.19,14.18
0,98.38,2306,8.07,18.73
0,90.01,2303,4.14,21.14
0,94.84,2799,5.87,20.84
1,94.16,2451,3.51,13.51
0,97.44,2297,7.93,13.89
0,91.67,1887,16.92,9.33
0,97.23,2410,1.61,9.91
0,93.58,1942,0,16.37
0,90.85,2166,17.94,8.53
1,91.34,2136,19.42,10.63
0,96.91,2435,18.14,2.49
1,95.5,2397,5.13,15.2
0,93.15,2003,4.86,13.03
1,93.2,2246,6.08,18.54
1,90.56,2040,4.96,20.28
0,97.32,2378,10.45,17.51
0,91.75,2034,4.14,18.18
1,96.4,2364,5.57,13.17
0,93.21,2214,7.8,16.63
0,90.11,2304,15.45,12.51
0,94.48,2375,6.85,22.5
0,96.97,2337,9.89,16.13
1,92.67,1958,4.24,10.36
0,94.36,2120,13.09,13.8
0,94.29,2226,15.42,10.66
0,91,2035,13.38,10.1
0,94.44,2266,6.4,17.76
0,92.16,2303,4.98,17.87
0,93.13,2434,10.97,18.16
1,92.19,2442,13.97,8.65
0,98.27,2059,15.95,10.8
0,95.41,2403,13.35,13.68
0,97.72,2150,15.21,12.24
0,92.6,2180,8.22,20.05
0,96.02,2455,7.44,17.65
0,95.15,1914,14.23,5.43
1,92.87,2394,10.12,16.68
0,94.85,2299,2.16,18.31
0,91.93,2427,1.82,19.83
0,97.23,2541,-2.75,20.58
0,92.75,2312,3.77,22.81
1,92.35,1992,16.32,8
0,93.38,2635,14.45,16.06
0,94.39,2435,12.24,14.4
0,94.37,2237,13.1,16.59
0,94.43,2232,3.75,19.1
1,93.43,2330,5.9,14.57
0,94.9,1957,7.33,18.81
1,95.51,2263,7.61,17.07
0,96.52,2100,8.94,19.32
1,92.94,2240,10.89,15.26
1,92.91,2416,13.99,19.23
0,96.5,2181,9.56,14.6
0,97.12,2191,9.34,15.4
0,97.44,2312,16.34,8.17
1,92.36,2183,13.5,13.12
1,91.49,1782,12.58,-1.7
0,94.8,2173,16.56,4.33
0,95.9,2144,9.85,12.27
1,92.52,2055,7.16,19.76
0,87.36,1862,17.71,3.48
0,98.93,2438,11.5,14.43
1,94.27,2111,16.86,9.75
1,91.46,1892,16.16,3.52
1,94.71,2427,10.82,15.75
0,93.85,2260,12.3,16.91
1,93.9,2370,11.44,17.79
0,94.08,2065,8.34,15.49
1,95.3,2323,9.13,15.53
0,92.6,2180,9.85,14.53
0,92.49,2086,14.72,8.96
0,92.79,2368,5.54,18.16
0,94.36,2294,2.82,17.22
0,96.23,2189,15.08,16.38
0,92.28,2027,18.84,4.94
0,95.28,2310,13.62,17.35
0,95.47,2147,6.74,16.63
1,90.93,2474,7.72,19.61
0,95.01,2215,2.13,12.99
0,94.82,2442,9.31,13.98
0,94.84,2249,12.52,14.98
0,90.77,2242,13.98,15.16
0,95.18,2148,3.03,16.67
1,95.95,2162,11.33,13.23
0,86.07,2141,16.75,9.54
0,95.56,2507,3.86,15.14
1,94.51,2363,-2.94,7.16
0,90.4,2208,8.36,16.15
0,98.2,2336,10,17.52
1,98.04,2240,11.28,14.66
0,96.13,2231,12.12,14.69
0,95.08,2260,18.91,7.82
0,95.45,2444,7.44,17.52
1,94.44,2294,11.29,16.54
0,94.02,2327,10.09,14.57
1,94.26,2161,6.36,16.58
0,93,2675,4.9,14.89
0,93.97,2208,6.18,12.03
0,92.37,2178,3.47,13.76
0,90.03,2274,4.02,20.49
1,95.24,2177,8.86,17.43
0,94.77,2378,9.05,15.85
0,92.33,2469,2.13,12.74
0,94.92,2387,12.01,12.67
0,95.38,2177,12.14,12.5
0,95.17,2063,17.18,7.24
0,94.14,2153,10.28,15.14
0,98.29,2498,9.92,17.87
0,93,2238,7.87,19.35
0,93.89,2214,8.92,18.21
1,92.47,2160,6.03,15.76
0,88.06,2222,11.79,12.48
1,90.26,1996,14.34,5.78
1,92.2,2137,0.09,13.29
1,93.75,2518,2.76,16.75
0,93.54,2329,14.98,12.03
0,94.22,2412,1.7,20.28
1,88.27,2269,2.47,19.87
0,94.42,2215,8.31,19.09
0,96.04,2132,10.67,15.2
1,90.11,1928,16.27,1.44
1,90.44,2199,17.93,8.91
0,97.61,2437,15.85,1.81
1,94.29,2252,12.38,17.73
0,91.91,2091,3.85,13.04
1,92.95,2059,3.86,18.03
0,92.33,2648,5.83,20.33
0,86.72,1918,16.31,0.16
1,91.58,2281,2.94,6.78
0,94.74,2088,6.08,8.56
0,94.7,2290,14.98,13.31
0,94.84,2204,9.38,14.68
1,93.77,1999,2.8,20.51
0,93.56,2317,6.21,17.05
0,94.64,2585,7.13,19.79
0,94.28,2107,5.79,10.56
1,94.47,2429,18.05,8.57
0,94.4,2663,1.71,14.78
0,90.16,1973,5.05,16.86
0,95.9,2379,3.54,11.04
0,94.46,2244,9.58,17.3
0,92.64,2169,3.88,18.6
1,92.67,2365,0.11,9.76
0,92.43,2253,7.42,13.76
1,98.09,2176,14.97,14.4
0,92.91,2189,14.86,15.81
1,92.77,1796,15.25,-2.25
0,93.03,2094,9.62,12.87
0,96.69,2504,6.37,18.24
0,93.9,2117,5.94,17.42
0,94.05,2372,10.02,17.8
0,93.2,2286,7.52,19.84
0,92.74,2137,10.52,17.52
1,94.24,2312,8.39,12.83
1,93,1961,5.73,10.98
1,92.33,2078,11.93,13.83
0,92.93,2337,5.32,18.58
0,94.48,2059,8.34,17
1,92.34,2046,12.31,8.78
1,94.38,1980,3.42,12.2
0,95.95,2262,14.1,8.43
1,95.3,2221,4.42,17.34
0,94.73,2129,5.6,16.84
0,89.21,2045,3.77,9
0,95.27,2188,4.79,19
1,92.67,2266,1.23,17.58
0,98.25,2085,13.25,6.56
0,97.85,2545,12.52,15.16
0,92.69,2131,6.89,19.9
0,98.24,2478,5.37,19.65
0,93.7,2140,5.66,15.47
0,94.31,2342,6.32,21.3
0,90.15,2103,16.43,8.71
0,94.36,2205,17.02,5.93
1,89.72,1804,7.38,16.07
1,94.34,2462,8.7,15.51
1,96.4,2044,5.68,16.92
0,95.53,2622,16.49,19.91
0,95.7,2320,7.5,15.71
0,93.21,2328,8.64,18.93
1,94.26,2080,13.59,13.79
0,97.57,2218,16.93,5.24
1,95.85,2570,12.97,19.46
0,92.4,2664,1.68,17.11
1,90.41,2097,14.6,12.99
1,93.27,2167,9.43,18.08
0,93.55,2281,3.48,17.38
0,91.17,2204,20.86,11.28
0,62.61,1288,9.82,10.67
0,92.1,2204,5.24,17.14
1,95.21,2053,12.66,11.96
0,93.37,2180,2.84,16.67
0,99.18,2466,9.94,17.97
0,95.19,2303,12.82,14.63
0,92.87,2434,6.52,17.87
1,94.82,2105,14.87,11.86
0,90.73,2037,6.23,15.15
1,89.11,1883,14.49,1.5
0,94.11,2198,7.84,16.6
0,91.28,2077,14.11,6.95
1,86.42,2161,2.09,18.5
0,96.77,2261,14.46,13.6
0,92.67,2196,8.53,17.11
1,89.79,2181,6.17,18.3
0,94.47,2068,8.24,16.05
0,92.22,2255,4.86,20.83
0,93.69,2339,3.43,17.92
0,93.37,2272,9.95,14.5
0,95.59,2281,12.17,14.01
0,94.42,2294,10.4,19.12
0,91.65,2278,1.72,19.21
0,96.35,2393,8.47,17.24
0,93.74,2241,9.59,18.49
0,95.65,2253,1.59,14.6
0,94.65,2252,11.98,16.19
1,91.57,2477,2.26,18.83
1,90.34,2141,14.51,13.87
0,92.94,1880,9.74,14.71
1,95.3,2376,4.3,11.34
0,88.4,2215,1.28,18.78
0,90.05,1803,8.04,15.4
0,94.78,2391,3.63,8.87
0,94.25,2094,9.91,13.41
0,94.89,2523,6.86,20.87
1,94.84,2112,8.91,16.04
0,93.66,2498,6.98,15.63
0,97.16,2113,18.2,3.13
0,85.2,2251,15.06,9.14
0,97.45,2474,6.81,14.24
0,93.33,2383,6.5,18.64
0,97.44,2357,8.56,15.47
0,93.64,2112,5.73,6.66
0,88.89,2075,3.58,18.57
0,93.33,2210,8.55,15.53
1,95.83,2411,19.19,7.53
0,98.49,2178,14.19,10.86
0,88.86,2081,18.25,5.53
0,87.63,2117,12.84,12.03
1,93.64,2269,9.75,18.79
1,94.98,2434,9.03,18.37
0,89.14,2292,8.14,17.68
0,93.48,2528,5.91,16.86
1,95.58,2115,13.69,11.12
1,95.49,1708,7.47,14.43
0,93.83,2108,14.8,5.74
0,94.38,2241,7.53,15.33
0,97.84,2124,0.39,13.47
1,93.88,2270,13.57,14.3
0,87.91,1977,12.59,8.93
0,91.88,2235,4.93,16.2
0,95.05,2477,12.77,19.45
0,94.1,2385,3.18,15.54
1,94.79,2450,17.22,13.07
0,94.06,2324,10.23,13.02
0,93.58,1956,7.82,15.09
1,93.44,1737,14.58,11.79
1,95.18,2268,19.6,6.16
0,92.91,2337,9.96,16.98
0,87.17,2056,18.36,11.16
0,98.59,2384,14.68,10.46
0,97.95,1951,5.52,16.08
0,91.51,2180,13.24,11.79
0,89.31,2078,14.53,5.59
1,96.79,2306,15.17,6.26
0,86.07,1827,7.82,10.96
0,98.33,2433,12.86,20.41
0,98.21,2970,18.33,10.23
0,95.16,2471,5.32,19.02
1,92.73,2376,2.49,16.51
0,88.67,1931,13.17,5.5
0,93.24,2010,13.97,4.37
0,94.82,2490,8.71,15.11
0,95.07,2425,5.5,18.08
0,96.29,2471,6.11,18.42
1,94.4,2070,17.05,10.15
0,97.66,2265,9.52,16.83
1,94.71,2055,8.89,11.18
0,93.73,2319,-3.33,6.62
0,97.16,2398,12.51,16.8
0,96.3,2527,7,15.67
1,92.78,1956,17.88,9.61
0,91.07,1904,9.76,14.45
1,97.38,2373,5.22,16.94
1,91.38,2208,12.55,9.52
0,94.7,2654,3.04,19.99
0,90.35,2105,9.47,16.93
0,89.97,1992,16.03,7.27
0,93.63,2275,4.24,21.03
0,95.88,2438,9.64,17.14
0,92.98,2030,9.54,14.19
0,98.13,2035,13.54,7.41
0,89.69,2471,10.77,20.36
0,91.26,2059,7.96,18.01
0,90.01,1847,1.54,12.75
1,94.18,2107,5.49,14.15
1,91.97,2094,16.09,7.96
0,90.51,2180,17,7.39
1,93.97,2524,8.33,18.79
1,97.47,2410,6.11,17.75
0,95.95,2023,15.35,10.22
0,95.44,2062,13.4,16.19
0,92.83,2396,14.03,14.68
1,93.56,2181,13.64,12.85
1,93.97,2374,14.46,16.78
1,96.15,2064,15.16,9.71
0,93.81,2371,17.01,12.87
1,97.54,2574,6.36,14.4
0,92.64,2883,9.6,20.93
1,93.56,2520,4.48,19.5
0,95.13,1831,9.83,14.43
1,96.82,2416,6.22,13.42
0,96.58,2526,5.34,21.44
0,94.68,2285,16.42,12.96
0,84.38,2099,17,3.79
0,94.8,2221,3.46,17.94
0,90.18,2314,17.27,17.77
0,93.38,2388,4.81,18.15
0,94.7,NULL,8.13,10.93
0,93.42,1999,12.18,5.46
0,93.42,2058,12.33,4.79
0,95.6,2091,8.18,17.97
1,99.88,2380,9.75,13.42
0,96.31,2413,11.52,15.31
0,96.29,2221,16.13,12.16
0,97.39,2264,8.71,16.31
0,93.55,2183,11.63,12.43
1,91.67,2301,15.19,9.23
1,90.5,1870,15.55,7.12
1,93.89,2473,8.14,13.47
0,91.65,2204,13.42,11.21
0,96.15,2386,5.86,19.63
0,92.15,2519,5.91,18.63
0,94.39,2285,13.37,12.17
1,97.25,2579,0.36,19.9
1,93.45,2013,17.86,10.53
0,91.52,2022,14.71,10.16
0,94.68,2080,9.11,16.73
1,96.62,2467,5.86,18.14
0,93.63,2193,16.07,7.29
1,96.55,2245,12.78,9.62
0,96.18,2408,9.2,18.37
0,95.7,2051,7.96,15.82
1,95.6,2140,18.45,9.21
1,89.24,1926,10.17,10.62
1,92.85,2380,14.01,10.91
1,92.4,2150,5.54,12.26
1,91.66,2213,16.6,7.78
0,95.08,2273,16.45,1.36
0,93.31,2309,4.44,13.68
0,90.18,2238,13.18,10.39
0,93.62,2403,6.61,22.71
0,95.33,2340,15.83,13.23
0,95.72,2299,9.11,14.69
0,93.8,2079,18.77,7.53
0,88,2227,-0.93,15.52
0,95.48,2279,4.35,18.48
1,93.72,2014,15.16,12.8
0,92.93,2323,7.49,19.63
0,90.31,2638,-2.69,7.18
1,90.34,2257,11.71,18.07
1,94.23,2420,7.65,13.68
1,94.45,2309,8.07,18.86
0,90.52,2183,6.47,13.43
0,94.79,2647,7.13,21.28
1,94.49,1894,17.05,1.62
0,95.29,2362,14.25,12.87
1,87.08,1835,13.51,6.99
0,92.96,2083,7.99,18.79
1,96.61,2160,6.73,16.91
0,99.53,2001,12.8,8.71
0,89.42,2354,2.84,14.96
1,95.91,2275,8.04,17.7
0,95.94,2027,12.56,13.26
0,97.32,2484,9.28,14.99
0,98.87,2413,16.37,9.41
0,94.47,2212,9.88,13.52
0,95.73,2102,6.7,16.22
0,94.66,2115,6.79,17.04
1,93.1,1830,12.27,12.49
0,94.09,2210,6.56,16.9
0,93.51,2338,2.11,16.67
1,94.53,1775,11.77,14.83
1,91.61,2060,14.12,7.8
0,94.18,2377,10.86,13.98
1,92.1,2244,15.43,5.55
0,98.31,2347,13.05,10.26
0,91.87,2054,7.99,15.89
0,97.87,2077,11.07,10.25
0,94.55,2291,11.23,14.74
0,92.75,2284,5.51,17.24
1,93.02,1991,16.58,-0.68
0,92.86,2397,11.01,16.99
0,92.19,2274,12.68,14.88
0,96.64,2225,7.88,13.83
1,95.19,2637,3.03,17.8
0,92.94,2157,9.78,17.54
0,93.64,1973,15.85,0.39
1,97.99,2245,10.24,18.38
0,94.2,1858,17,7.52
0,95.32,2239,11.12,20.48
0,95.69,2211,5.69,20.41
1,89.32,2317,13.07,17.9
1,91.94,2190,12.55,9.11
0,90.1,2019,15.46,11.77
0,97.78,2335,12.99,15.09
0,94.08,2352,6.09,19.55
1,96.23,2199,8.38,18.71
0,96.95,2357,9.16,16.2
0,92.07,1788,10.94,9.6
0,97.5,2013,11.72,13.52
0,93.62,1895,7.11,18.51
0,94.92,2440,7.65,17.34
1,95.63,2575,1.13,19.88
0,96.45,2416,5.37,16.81
0,96.07,2227,4.48,19.55
0,88.77,2275,4.45,21
0,99.38,2103,12.19,8.32
0,93.43,2282,11.17,13.32
0,94.99,1976,8.13,17.53
0,99.2,2211,12.6,13.68
0,96.95,2241,11.51,18.21
1,94.64,2169,14.2,7.59
1,93.24,2167,7.8,15.32
0,94.74,2289,9.08,16.57
0,94.17,2117,10.06,15.9
0,92.76,2135,10.63,15.45
1,95.76,2405,5.74,18.85
0,95.67,2334,9.39,18.83
0,90.72,2179,10.38,19.41
0,94.64,2066,16.28,4.12
1,95.93,2418,7.28,18.16
0,96.52,2216,7.14,14.75
0,91.37,2144,4.2,19.82
1,96.11,2137,5.49,16.97
0,98.18,2303,14.03,11.38
0,96.01,2432,8.18,12.97
0,94.52,2505,10.43,18.68
0,94.41,2265,12.72,17.99
1,88.63,2367,3.91,17.57
0,86.41,1847,11.49,9.63
0,92.67,2303,8.22,20.84
0,95.04,2138,18.53,4.47
0,94.65,2091,15.12,-2.67
0,97.16,2323,13.89,13.73
0,95.27,2215,11.16,16.17
0,93.69,2169,12.19,11.98
1,93.81,2461,6.12,15.4
0,95.72,2178,15.39,3.54
1,91.6,2358,13.44,14.08
0,89.34,2059,8.67,15.81
1,86.8,1762,9.59,8.33
0,94.63,2459,3.98,16.52
1,89.07,2119,14.72,8.01
0,92.03,2472,8.07,15.8
0,94.94,2407,2.39,17.72
1,98.9,2315,18.53,9.86
1,94.1,1874,15.59,7.85
0,92.17,2077,9.57,15.73
1,92.68,2347,12.3,19.5
0,88.39,2042,12.33,17.03
0,95.11,2268,8.25,16.85
0,98.74,2535,9.1,17.69
0,96.01,2485,6.62,19.01
0,94,2365,12.73,19.49
0,95.85,2535,4.63,17.47
1,93.96,2036,7.16,11.52
0,91.32,2294,11.64,10.17
1,95.49,2505,18.46,14.6
1,89.84,1911,5.24,13.74
0,94.51,2464,9.84,16.2
1,93.1,2272,13.99,15.5
0,94.4,2233,11.52,12.2
1,95.27,2142,19.46,5.24
1,90.98,2082,16.12,13.49
0,98.48,2062,4.8,17.02
1,91.41,2022,12.04,14.29
0,89.01,1798,16.19,7.03
1,61.17,1681,9.5,16.05
0,94.46,2224,16.7,4.47
0,94.34,2168,11.78,16.23
0,91.69,2464,1.49,21.59
0,93.52,2011,17.07,11.44
1,97.33,2583,2.06,15.9
1,98.28,2562,12.27,18.39
0,89.69,2239,-2.41,20.07
0,91.17,2269,-3.08,18.76
0,95.09,2095,4.85,16.43
0,94.72,2167,16.39,11.86
0,97.36,2347,18.72,5.77
