Velo,SpinRate,HorzBreak,InducedVertBreak
95.09,2305,6.32,19.4
92.92,2439,3.13,18.66
94.14,2505,14.27,18.44
94.08,1977,18.73,7.56
92.29,2294,7.14,15.46
93.9,2335,6.52,18
94.31,2170,12.74,13.59
94.51,2559,-0.42,9.75
93.61,2532,2.63,17.56
93.79,2199,8.59,16.68
94.58,2127,14.8,8.26
97.1,2221,7.08,19.08
93.8,2190,13.4,10.65
95.8,2521,4.75,19.72
92.7,2306,7.35,17.8
96.24,2378,13.22,11.25
96.26,2258,17.11,14.94
88.54,2063,8.03,7.11
91.28,2341,11.31,18.11
92.36,1912,3.34,14.09
90.89,2286,15.9,16.69
93.69,2063,7.18,15.83
92.45,2037,-0.82,19.14
91.99,2477,3.64,17.62
90.74,1770,5.8,15.24
91.14,2115,15.2,4.03
92.04,2219,19.58,8.03
92.79,2049,11.46,17.59
97.18,2276,1.75,17.82
93.77,2175,14.68,12.26
93.68,2301,4.34,15.04
97.81,2204,16.49,10.83
95.69,2162,14.98,11.95
94.62,2020,16.98,10.47
94.4,2181,12.47,15.89
94.46,2352,4.91,18.31
94.01,2301,4.03,20.04
94.17,2285,9.55,18.6
91.31,2118,6.35,15.33
92.15,2287,10.23,16.99
92.62,NULL,4.51,16.96
96.77,2015,18.63,7.13
95.45,2279,13.49,13.82
95.89,2253,14.91,8.86
92.71,2474,4.38,20.77
91.64,2188,10.29,18.54
90.61,2218,15.56,10.53
97.79,2432,7.53,18.17
96.12,2527,10.37,16.7
96.88,2226,9.65,16.09
95.56,2296,9.02,17.73
88.68,2239,8.49,19.15
92.29,2259,5.1,19.43
96.2,1941,6.06,14.79
97.66,2261,9.34,17.67
92.41,2149,13.62,10.61
91.54,2263,9.31,3.55
93.62,2171,11.28,13.47
89.04,1494,3.45,9.54
97.5,2358,10.56,16.02
95.59,2150,14.31,10.4
96.03,2326,10.43,18.4
96.79,2005,14.39,17.28
91.46,2279,0.63,16.72
88.37,2099,15.26,7.81
95.17,2131,4.53,17.95
96.27,1967,13.3,5.27
89.28,2208,4.47,21.24
93.15,2330,12.56,17.53
97.54,2273,16.92,10.01
91.47,2349,17.06,16.63
98.03,2410,9.42,16.79
96.68,2944,4.72,19.79
91.59,2157,6.36,15.88
91.64,2237,15.05,6.64
90.6,2254,8.13,17.41
87.74,1953,14.39,17.51
94.03,2328,10.54,15.3
94.79,2186,13.46,9.84
92.51,2416,5.68,16.17
91.87,2136,6.75,18.8
93.35,1840,4,14.19
95.18,2224,13.98,12.01
94.47,2312,11.16,17.9
93.71,2270,8.51,18.74
97.63,2131,7.27,17.06
90.43,2342,6.46,16.73
96.3,2028,11.28,14.57
95.65,2138,15.49,14.49
96.97,2434,12.74,16.07
99.03,2339,12.65,18.35
95.96,2310,4.95,15.8
94.86,2190,4.26,10.4
92.13,1910,15.29,8.31
88.7,2158,11.74,16.7
92.26,2410,13.4,11.36
91.45,2410,3.83,18.7
91.6,1963,3.79,10.93
95.35,2162,17.13,9.34
92.15,2052,5.95,12.87
94.73,2170,13.4,11.44
93.17,2308,11.27,19.1
90.32,2177,12.76,15.84
90.15,2057,9.98,16.65
96.49,1894,7.81,13.41
94.71,2334,4.41,15.48
96.65,2078,8.33,18.08
94.2,2310,8.62,17.85
94.02,2048,11.72,14.04
96.13,2326,7.89,18.15
94.99,2352,0.75,15.32
97.19,2761,12.2,8.17
90.99,2141,2.65,12.25
95.86,2500,8.37,20.81
96.61,2554,9.12,14.24
93.71,2480,5.29,17.36
93.07,2211,10.71,14.57
93.31,2162,11.61,8.86
91.67,2093,14.47,8.9
94.35,2319,14.33,12.02
93.61,2408,4.49,19.45
91.45,2130,16.9,2.21
91.19,2086,6.57,15.43
95.36,2115,4.59,19.13
88.59,1883,13.66,10.6
96.54,2277,8.88,15.89
97.22,2299,12.74,15.11
90.74,3012,11.64,12.67
94.58,2041,12.55,10.05
93.11,2368,3.44,16.02
93.59,2403,9.76,16.98
92.02,2058,14.47,8.38
98.86,2234,3.51,19.35
99.16,2578,14.33,11.83
94.37,2412,11.06,20.61
90.71,1879,15.57,7.08
92.93,2104,6.26,17.29
92.91,2450,6.29,15.52
92.15,2336,3.32,18.7
92.33,2326,13.42,9.5
93.72,2245,7.82,18.42
96.04,2347,14.89,8.58
90.6,2010,10.49,15.23
89.4,1943,12.77,9.72
86.31,2013,14.88,11.14
92.75,2361,11.3,18.4
95.64,2444,2.74,11.43
92.71,2164,2.18,12.12
92.14,2061,6.09,16.48
95.44,2460,2.86,19.19
96.03,2216,2.77,17.15
95.2,2118,2.19,17.98
95.62,2247,13.8,14.99
93.7,1938,5.38,14.67
96.35,2439,3.37,15.58
94.29,2185,7.29,11.81
95.25,2419,9.24,16.64
97.21,2303,15.03,-0.06
96.09,2350,0.67,17.48
90.61,2380,4.49,14.8
93.73,2305,6.82,16.15
96.24,2333,2.88,18.45
98.99,2308,14.21,13.16
91.76,2344,6.97,17.29
95.67,2277,2.08,17.95
91.83,2093,15.11,3.56
98.52,2322,16.53,10.47
90.7,1962,14.58,6.62
93.54,2053,16.93,6.54
93.43,2172,15.94,12.39
96.54,2540,6.92,18.8
89.63,2971,18.45,4.43
91.95,2187,16.39,9.8
94.49,2284,4.33,14.96
96.54,2460,14.53,20.83
94.01,2279,4.3,20.3
97.49,2323,15.77,17.09
94.91,2380,4.24,15.56
87.01,1738,13.77,10.6
95.2,2212,15.86,13.82
92.8,2325,2.42,18.07
89.73,2195,16.38,14.59
94.23,2165,17.8,13.93
91.84,2254,11.87,12.61
98.04,2827,7.47,8.71
97.98,2494,9.41,20.12
94.99,2539,0.48,18.94
94.21,2267,11.11,18.66
92.74,2143,6.21,12.32
94.99,2230,3.56,17.15
91.36,2331,10.37,12.77
93.16,2267,18.34,11.06
97.77,2356,8.85,16.43
96.64,2437,4.86,18.41
94.36,2364,7.21,14.67
98.64,2372,6.13,17.56
91.03,2030,14.64,13.37
90.37,2228,15.02,6.63
94.45,2418,8.44,18.55
91.64,2021,13.64,11.71
91.81,2232,4.74,18.2
93.6,2242,5.71,15.78
94.15,1921,14.48,14.92
93.68,2646,2.86,19.42
96.22,2679,2.57,19.92
90.62,1926,16.36,0.45
87.06,1972,14.24,10.88
95.67,2541,4.32,19.28
94.29,2229,3.95,21.12
93.86,2487,8.9,16.1
94.92,2071,13.73,13.29
93.1,2211,11.09,21.14
97.26,2005,13.07,11.08
92.04,2310,14.26,14.8
96.64,2362,12.59,11.11
92.88,2114,11.85,7.02
93.95,2205,13.79,8.27
97.61,2187,-1.06,17.98
97.27,2270,7.1,13.43
94.21,2329,15.7,14.68
90.22,2266,3.93,16.18
94.29,2287,9.37,15.02
97.1,2136,14.05,13.14
94.37,2451,10.98,18.43
95.63,2352,13.27,15.48
93.9,2006,11.7,12.93
98.03,2127,16.58,10.42
94.09,2427,5.27,18.15
95.86,2190,15.04,11.89
88.96,2072,13.68,15.98
97.39,2150,4.42,15.67
90.31,2510,7.91,17.26
95.43,2237,3.85,14.85
93.06,2294,9.43,17.56
92.87,2096,8.44,13.64
93.57,2228,6.71,16.09
97.1,2126,12.5,6.44
93.38,1980,15.41,12.52
89.13,2141,5.36,14.81
93.7,2231,13.09,6.02
94.38,2591,6.19,17.62
92.82,2110,5.71,19.19
94.06,2247,8.92,15.3
91.37,2139,15.79,10.6
92.72,2247,8.37,14.38
90.57,1895,14.74,9.33
95.18,2449,2.36,16.6
93.1,2292,-0.83,18.41
95.59,2277,16.91,10.62
95.24,2367,7.56,15.93
92.76,2346,17.74,13.44
95.58,2249,17.32,8.06
96.63,2656,4.57,15.48
98.4,2083,17.01,5.18
91.45,2071,13.49,7.7
93.38,2127,6.99,16.27
93.54,2063,16.28,5.57
96.36,2337,8.34,13.67
95.45,2229,8.45,17.4
92.45,2252,5.3,19.34
93.62,2233,14.84,10.43
96.43,2171,9.82,16.34
96.05,2278,13.68,12.63
96.35,2227,11.61,13.93
98.49,2360,2.53,15.86
92.6,2050,15.57,9.65
94.41,2140,5.45,14.76
92.9,2425,11.32,17.88
94.39,2234,9.97,17.63
91.79,2098,11.8,12.63
94.49,2342,4.43,20.94
92.6,2379,8.16,19.76
93.68,2052,2.02,18.03
89.87,2071,8.4,7.96
93.01,2043,8.27,17.64
92.39,2684,6.43,20.24
94.64,2362,13.87,17.55
93.62,2174,14.28,0.8
89.99,2054,19.32,9.4
94.83,2369,15.97,15.2
97.65,2466,0.94,18.61
95.4,2205,8.08,14.51
91.39,2594,8.54,17.82
92.62,2245,7.76,12.85
94.92,2388,12.09,17.99
95.32,2374,4.85,18.54
91.9,2266,14.1,19.51
94.29,2177,7.52,18.23
90.7,1793,7.21,16.02
88.8,2306,12.03,14.98
91.35,2346,4.18,15.43
94.01,2118,7.68,14.45
93.05,2065,7.43,12.75
95.43,2540,2.53,18.7
93.17,2304,6.61,18.22
90.16,2118,11.04,14.88
94.09,2317,7.14,19.06
91.93,2656,1.3,16.58
96.18,2122,11.57,16.17
93.53,2132,5.28,11.95
94.74,2236,15.56,13.23
93.42,2271,17.31,15.03
92.27,2262,6.92,18.59
88.64,2189,15.01,12.4
93.35,1840,15.57,9.22
91.26,1914,16.06,1.8
95.23,2426,11.74,13.08
94.99,2212,6.68,16.87
92.07,2212,15.89,11.44
92.07,1955,11.81,4.15
94.15,2158,14.02,12.25
93.07,2025,9.66,14.97
92.4,2070,9.06,14.98
91.33,2365,8.84,20.02
98.4,2242,9.12,16.39
98.14,2437,8.86,16.96
94.11,2425,2.97,17.41
96.08,2293,15.28,11.5
93.95,2359,10.16,16.25
96.35,2535,6.18,16.6
92.69,2373,8.84,16.82
94.43,2426,6.93,16.81
95.91,2329,7.71,17.4
89.47,1937,6.33,15.46
97.23,2595,5.67,19.99
88.73,2269,11.43,12.36
94.01,2254,5.58,13.27
89.25,2427,11.42,16.93
92.53,2213,9.8,15.55
93.89,1880,14.69,11.25
93.52,2220,4.33,18.43
95.54,2205,9.62,14.44
88.46,1853,8.27,13.21
96.31,2613,0.73,8.86
89.46,2208,17.41,5.21
96.37,2224,10.45,22.28
98.21,2531,0.32,20.41
92.54,2242,4.56,19.05
96.88,2535,16.79,10.44
97,2320,13.52,10.12
93.65,2092,12.52,16.31
95.17,2178,15.54,10.27
97.37,2147,10.98,15.36
92.76,2074,6.84,11.96
92.4,2235,2.36,12.09
93.54,2440,8.62,19.42
90.21,2080,16.66,8.07
91.55,2075,19.08,6.37
93.22,2424,3.09,21.35
88.91,2146,12.38,15.36
93.97,2319,11.43,18.16
89.37,2177,14.77,12.12
95.18,2203,4.39,18.18
92.73,2359,5.38,22.21
94.78,2296,8.35,18.71
95.6,2578,1.83,15.31
93.2,2143,15.49,13.94
97.58,2574,0.45,17.71
99.84,2137,14.88,7.69
88.39,1949,10.85,10.34
91.36,2231,4.66,13.29
93.02,2299,11.45,7.7
92.52,2275,-0.36,16.5
96.19,2427,6.92,13.36
91.88,2204,12.28,13.12
92.32,2298,6.1,18.98
91.38,2185,5.5,18.12
92.43,1946,6.68,5.88
95,2517,3.16,12.2
95.69,2263,10.2,16.06
93.53,2139,3.35,18.61
92.05,2319,9.55,11.53
96.12,2201,7.46,20.3
95.98,2487,6.44,18.54
91.17,1880,15.13,4
95.69,2189,14.28,11.27
90.78,2337,5.7,10.94
87.55,1811,15.64,8.33
97.85,2417,15.4,10.83
93.34,2353,2.18,11.89
95.54,2207,9.58,15.22
94.26,2095,7.15,19.49
85.66,1782,11.64,9.12
95.53,1990,8.18,15.37
95.23,2351,12.74,17.15
98.75,2344,18.4,4.92
91.32,1879,13.23,5.49
96.18,2381,12.39,14.99
92.13,2232,10.81,6.91
92.57,2261,7.09,14.06
95.67,2470,0.21,7.19
95.09,2133,3.61,19.33
95.07,2306,10.71,15.2
97.82,2028,11.54,9.75
95.1,2305,14.03,15.27
93,2088,4.03,17.12
95.28,2136,6.9,11.95
97.33,2274,5.91,13.4
89.96,2497,1,17.35
93.38,2163,14.84,5
93.71,2438,5.6,15.75
95.66,2278,10.34,16.75
93.17,1916,15.1,13.63
93.02,2373,4.71,20.55
91.65,2275,19.31,3.97
94.4,2342,7.02,16.07
97.23,2321,8.78,20.2
94.47,2325,11.61,16.83
93.06,2093,1.86,18.58
94.69,2288,15.3,3.73
92.42,2383,7.1,18.04
93.26,2033,13.23,6.86
98.09,2456,6.22,17.05
91.73,2049,15.83,6.75
94.44,2404,5.81,15.91
94.01,2475,11.56,15.26
95.49,2856,8.85,20.1
95.13,1954,10.5,12.93
93.23,2054,10.7,13.93
97.74,2195,17.13,8.96
96.17,1903,14.16,4.95
95.89,2221,12.66,9.89
95.61,2512,0.44,17.89
94.93,2167,16.95,10.87
95.62,2682,2.83,16.54
94.71,2277,15.86,13.51
97.43,2271,9.77,12.54
92.7,2422,13.56,18.41
90.23,2429,13.66,15.29
93.12,2010,10.13,17.83
95.38,2102,5.74,13.52
90.99,1980,6.72,15.8
78.37,1848,3.86,18.66
93.14,2208,4.18,12.16
96.44,2273,3.87,18.3
95.04,2213,8.9,14.41
94.95,2338,13.03,13.1
87.53,1856,10.82,10.38
92.08,2169,0.03,17.7
93.83,2286,6.86,14.48
95.37,2309,8.76,18.48
91.1,2098,20.07,9.06
93.65,2175,4.24,12.59
92.22,2268,12.48,17.1
96.46,2480,7.64,18.87
88.08,2200,3.81,19.38
98.48,2209,9.57,16.57
93.32,2609,7.68,17.36
93.37,2158,9.48,15.08
93,2273,9.71,6.09
95.34,2341,11.41,19.96
93.7,2604,6.6,18.58
97.44,2106,14.36,13.89
92.08,2285,2.56,17.18
92.21,2176,17.13,9.41
92.7,2170,9.54,14.89
92.84,2330,4.17,15.98
93.91,2081,6.32,11.8
91.55,1962,14.22,8.17
96.1,2291,4.15,19.97
89.34,1965,4.19,14.16
97.3,2330,13.59,16.3
94.72,2517,2.92,19.37
91.43,2272,3.83,19.1
94.12,2386,7.02,16.73
92.02,2083,14.6,13.41
89.97,2148,12.31,16.41
97.19,2117,11.94,14.2
92.65,2434,9.56,17.94
93.19,2537,3.43,22.75
97.73,2188,10.26,13.26
94.68,2389,5.79,21.76
78.07,1934,4.51,15.93
97.69,2181,16.3,5.84
94.36,2409,7.53,16.8
95.99,2488,3.09,19.88
95.8,2097,17.88,8.16
97.52,2283,17.22,8.55
94.82,2277,7.39,19.23
93.41,2330,2.5,10.93
89.35,2168,13.69,7.88
95.28,2081,12.89,11.77
92.45,2336,5.07,15.94
90.98,2206,12.58,3.71
93.79,1973,11.02,10.47
95.58,2319,-2.85,16.82
89.94,2201,3.76,16.58
90.1,2281,4.19,19.44
96.89,2341,10.32,14.11
93.09,2555,6.59,18.94
93.42,1839,1.22,15.66
90.85,2300,8.38,16.98
95.19,2288,5.56,17.51
93.45,2291,5.94,16.97
98.69,2591,17.69,2.43
96.34,2426,6.94,18.4
97.12,2219,11.23,17.04
96.57,2181,7.29,17.08
93.71,2346,4.64,19.62
90.49,2264,1.38,18.48
92.09,2065,3.96,18.06
95.21,1915,8.35,16.04
90.05,2055,9.91,16.83
94.85,2045,15.88,9
96.38,2460,6.08,14.41
91.85,2215,15.12,10.82
92.05,1789,20.2,3.12
92.66,1917,14.25,9.88
96.35,2255,14.54,10.8
95.63,1994,15.29,12.33
97.78,2770,12.95,11.1
95.44,2194,8.39,16.04
90.94,2204,1.96,11.94
98.22,2318,16.41,11.84
93.8,2472,-0.72,16.95
92.51,2484,0.73,19.15
96.81,2094,14.33,3.32
97.15,2413,5.02,18.72
94.04,2372,7.43,15.73
90.1,1922,15.13,9.53
96.07,2124,11.1,7.19
95.34,2425,10.5,17.99
92.52,2182,15.46,10.84
98.49,2367,8.6,16.56
93.26,2034,17.76,10.93
92.84,2242,12.15,18.71
93.17,2066,2.33,16.99
93.76,2313,12.58,14.16
92.23,1967,16.91,7.6
93.6,2226,18.29,9.94
85.92,2085,19.05,3.48
95.73,2474,14.22,15.14
95.23,1883,12.66,0.16
94.84,2035,12.88,11.17
92.2,2356,6.64,16.12
90.94,2066,5.32,15.53
92.32,2283,16.36,11.88
98.01,2338,14.04,10.92
93.11,2101,11.12,13.8
93.43,2146,13.21,16.82
91.51,2263,2.14,14.87
95.93,2199,15.94,12.61
94.51,2024,12.27,13.51
95.05,1939,3.78,21.12
91.97,2537,9.47,16.7
91.88,2026,11.53,9.22
90.25,2054,18.45,7.93
97.43,2457,0.58,18.53
97.11,2170,14.75,13.94
99.34,2603,4.77,15.86
93.27,2349,10.58,15.83
93.11,2081,11.07,15.84
93.91,2106,9.13,15.55
93.84,2470,16.43,7.85
97.7,2137,8.84,9.83
95.93,2479,6.51,19.37
96.15,2289,-1.68,16.39
89.55,2179,16.28,8.75
96.49,2339,5.82,18.65
92.58,2394,-1.24,9.69
91.68,2241,14.75,9.91
93.14,2026,6.24,15.92
90.74,2524,6.8,18.09
96.47,2266,7.95,16.59
86.98,2129,0.46,17.86
92.81,1866,15.55,7.25
96.92,2698,11.94,16.65
94.03,2179,15.34,8.81
95.46,2219,15.58,10.38
94.68,2380,4.41,20.22
91.77,2379,9.46,20.15
96.12,2133,8.11,16.22
94.75,2135,8.89,15.58
94.19,2457,6.13,15.24
91.26,2101,13.18,9.99
92.08,2174,10.09,16.53
96.48,1970,5.66,15.53
92.52,2253,13.2,8.83
92.38,2128,15.09,6.47
98.28,2385,9.83,15.35
96.22,2387,11.62,16.96
93.46,2353,8.96,16.19
98.11,2193,17.13,7.97
96.47,2506,8.11,17.18
94.76,1820,13.39,11.59
91.15,2081,12.48,10.22
92.62,2174,15.28,7.87
93.39,2479,15.39,16.59
91.06,2065,9.36,20.11
96.48,2409,17.22,6.66
94.56,2088,15.14,7.19
94.54,2116,5.02,8.22
97.6,2222,18.98,2.48
91.32,1933,11.43,13.92
96.71,2487,4,19.3
95.35,2319,15.99,9.31
92.93,2355,5.69,8.04
90.31,2200,15.94,9.07
94.74,2288,5.8,17.71
95.48,2333,9.06,12.52
94.91,2419,2.4,7.17
95.77,2406,12.78,18.64
92.86,2184,3.25,19.23
98,2487,12.19,18.42
95.23,2029,11.22,9.72
96.17,2168,9.36,7.5
94.06,2385,15.45,15.45
93.92,2397,3.85,17.65
94.42,2395,3.21,19.27
91.93,2071,14.96,3.73
93.58,2364,9.75,18.94
92.65,2349,2.14,16.02
91.97,2394,6.12,13.27
97.45,2174,9.34,18.01
97.27,2455,10.22,11.56
98.58,2693,15.42,11.97
92.98,1976,15.09,6.47
98.7,2491,9.69,18.24
94.15,2114,6.94,15.56
92.44,2401,10.3,17.75
94.51,2173,18.27,5.07
94.49,2042,10.95,15.66
94.46,2032,13.35,12.8
95.05,2531,3.57,18.04
96.48,2277,16.38,6.96
92.93,2558,4.99,17.07
93.95,2346,7.48,19.52
93.97,2160,17.23,4.49
93.93,2396,14.96,11.32
96.36,2478,2.97,19.08
98.27,2342,5.97,20.34
92.31,2201,15.6,12.1
95.08,2527,6.54,21.31
97.24,2477,14.76,6.91
94.05,2241,3.38,19.09
98.11,2146,10.79,13.39
95.15,2355,11.2,12.39
96.06,2163,5.17,10.11
94.48,2189,0.09,18.53
94.11,2371,7,16.56
95.71,2236,6.08,16.31
93.65,2305,14.66,7.82
96.21,2565,1.87,17.12
87.1,2128,14.52,9.54
91.86,2247,6.73,13.41
97.71,2399,3.53,19.63
92.6,2171,4.94,16.95
89.54,2269,6.85,14.51
95.39,2355,8.32,19.51
92.71,2158,6.52,9.49
95.05,2219,12.48,10.88
93.47,2859,8.65,20.23
96.83,1951,16.72,9.86
95.16,2428,5.41,20.22
92.24,2133,8.93,15.4
95.93,2338,8.53,19.53
93.62,2132,9.68,16.15
95.95,2326,3.64,19.42
91.87,2312,5.31,18.07
94.66,2110,17.11,5.56
94.62,2164,4.93,16.4
92.21,2528,2.93,13.74
94.02,2234,14.71,10.81
89.51,2368,2.11,18.39
93.79,2364,7.44,19.18
99.48,2254,7.86,14.43
92.41,2127,9.54,10
96.43,2332,5.42,11.64
95.09,2127,13.42,13.08
91.37,1873,17.58,4.57
96.69,2367,10.88,18.03
85.66,2148,15.15,8.44
96.03,2311,3.21,21.66
96.32,2137,12.69,14.85
91.45,2081,7.51,14.28
90.53,2105,5.66,20.49
94.06,2268,10.05,14.25
97.49,2507,3.49,16.19
96.06,2179,15.55,10.08
93.59,1963,8.05,17.42
91.45,1992,2.96,17.61
92.29,2202,15.44,5.53
88.5,2076,3.87,15.35
95.78,2132,7.29,16.28
93.34,2567,-2.95,6.68
96.97,2401,5.27,15.35
97.02,2203,16.28,11.79
95.73,2259,13.34,19.74
97.35,2443,10.64,17.29
94.16,2589,4.7,18.98
95.32,2188,7.93,13.97
96.55,2105,11.9,12.39
95.45,2198,4.53,18.78
94.92,1980,8.14,14.8
96.5,2356,9.11,14.18
96.56,2362,13.6,11.42
91.41,2109,1.32,16.84
93.49,1828,9.07,8.94
94.68,2354,3.16,16.38
91.77,2231,18.05,9.33
94.94,2327,12.57,13.71
96.86,2463,4.34,17.96
95.5,2253,8.04,17.45
94.34,2237,8.56,15.97
97.92,2335,6.54,20.72
95.31,2332,2.81,16.92
91.73,2719,2.12,17.71
93.9,1998,14.51,12.53
91.76,2351,15.22,14.72
97.62,2079,15.72,10.4
96.99,2193,10.05,13.82
87.07,1726,13.12,6.58
92.91,2279,11.38,6.59
92.18,2428,1.24,19.36
95.83,2290,15.62,2.34
87,1946,7.81,11.81
91.28,2175,2.12,15.86
94.48,2442,6.16,18.67
94,2248,2.12,18.07
90.13,2179,17.85,7.67
91.28,2103,16.93,6.77
94.79,2538,9.61,18.47
97.82,2437,12,14.99
94.16,2251,10.54,18.71
92.79,2582,8.61,16.64
93.6,2350,6.84,18.7
95.14,2086,7.31,12.54
95.36,2270,5.73,15.87
91,2332,13.47,16.4
91.59,1990,17.93,9.96
93.56,2548,16.88,6.27
95.35,2286,8.07,17.49
93.09,2237,11.49,17.29
93.73,2199,14.14,12.95
92.69,2212,9.9,17.27
93.27,2555,2.02,18.98
97,2562,12.29,16.98
94.81,2509,1.56,14.43
94.83,2194,17.08,0.77
93.39,1927,14.57,9.36
95.99,2011,9.03,14.8
95.9,2555,6.96,21.42
95.72,2382,5.38,18.39
93.67,2084,4.79,17.68
92.89,2197,15.54,8.98
95.18,2531,8.72,16.73
95.62,2465,3.13,19.72
90.48,2170,5.99,13.14
95.49,2074,17.23,9.66
94.51,2179,11.87,13.14
91.68,2500,15.7,11.09
89.73,2313,16.68,12.74
89.69,2197,4.75,15.94
90.88,2287,2.15,20
97,2240,9.89,15.2
87.71,2253,11.97,14.67
91.68,2053,16.03,2.54
92.12,2182,8.72,16.93
93.35,2422,9.61,12.14
97.53,2049,8.11,14.9
90.37,2263,17.76,13.11
92.68,2231,12.53,17.78
93.57,2469,4.38,20.18
95.43,2050,8.31,15.78
93.86,2197,4.87,18.65
94.79,2206,4.2,11.1
92.61,2385,3.46,17.68
99.38,2471,16.3,7.72
91.61,2338,13.12,2.08
93.25,2250,2.96,16.28
92.21,2078,3.39,18.45
93.72,2180,5.34,14.03
95.02,2144,11.46,13.37
95.23,2421,5.29,19.82
96.69,2315,15.68,14.41
87.68,2100,11.08,9.79
92.45,2074,6.08,13.91
93.96,2293,7.12,16.58
94.96,2224,11.72,18.15
99.6,2058,13.29,8.6
93.79,2312,15.19,15.54
97.7,2443,12.75,16.89
93.68,2252,8.45,13.48
94.32,2197,15.09,8.7
97.72,2372,5.55,12.27
92.59,2118,12.23,14.1
94.26,2269,9.23,19.51
94.14,2130,13.59,2.9
93.07,2213,7.97,18.59
93.02,2154,10.91,17.51
95.11,2298,10.81,17.42
98.89,2353,14.34,13.04
92.71,2266,6.44,17.55
95.16,1878,14.96,13.22
93.32,2285,2.31,17.56
96.09,2251,7.56,16.34
93.1,1942,10.59,13.93
87.73,1801,10.56,7.91
92.78,2113,9.39,14.24
97.72,2427,5.95,15.64
86.02,1676,-0.76,9.13
94.71,2137,8.37,9.52
92.9,2339,13.06,17.98
96.32,2312,10.28,17.92
93.75,2375,2.07,18.59
91.19,2402,9.93,15.79
97.21,2274,16.91,11.25
98.12,2132,6.01,9.8
93.87,1823,10.21,15.44
93.16,1951,12.05,13.14
94.23,2308,9.67,15.94
93.53,1953,7.12,13.52
93.59,2128,6.81,18.7
94.75,2493,13.87,16.65
94.12,2293,12.62,14.98
92.34,1893,16,-1.6
95.57,2377,9.85,17.8
93.18,2300,7.17,17.5
92.92,2220,8.71,16.86
93.88,2298,5.79,20.83
93.89,1748,11.88,13.4
98.55,2234,17.03,12.02
92.61,2525,4.95,17.5
92.58,2221,8.35,16.46
95.7,2249,9.88,16.68
93.8,2578,4.37,19.19
96.31,2205,11.69,12.07
96.48,2272,19.32,5.71
92.61,2135,13.54,13.93
94.24,2215,12.26,9.11
93.39,2055,14.3,11.53
94.69,2158,2.53,11.4
94.23,2409,3.45,14.35
92.96,2317,11.89,9.86
96.42,2526,4,18.57
94.74,2145,2.5,18.36
96.19,2680,4.25,20.3
93.53,2177,9.04,15.59
95.35,2257,7.84,12.48
91.4,2394,6.17,20.52
95.82,2176,14.75,9.29
91.92,2221,12.65,13.03
90.68,2463,17.91,13.21
96.06,2229,9.09,13.84
94.34,2109,14.63,9.69
95.56,2149,6.75,20.77
91.19,2231,18.93,13.19
95.94,2409,6.35,18.63
94.44,2182,12.12,10.9
95.84,2340,7.48,18.7
95.82,2289,13.83,15.99
91.45,2201,5.24,16.03
88.51,1962,16.08,2.68
94.39,2390,8.94,20.24
96.53,2170,9.92,16.39
95.26,2132,2.4,18.26
92.86,2241,8.79,18.83
92.78,2218,14.72,11.6
94.51,2332,3.78,20.65
93.37,1919,15.79,5.13
93.84,2318,5.98,19.82
94.52,2524,5.89,12.9
97.86,2158,9.22,12.53
94.54,2051,4.92,16.84
95.09,2134,15.01,12.89
91.75,2107,-2.03,18.78
92.54,2345,1.99,15.27
97.96,2211,9.62,16.56
91.39,1975,7.54,14.68
96.26,2505,3,18.47
89.35,2370,11.47,7.82
96.87,2452,3.96,19.04
94.23,2009,12.7,6.88
93.63,2071,8.08,11.5
88.97,2289,1.87,14.59
96.66,1878,15.58,4.46
91.62,2254,2.26,17.49
89.97,2470,6.34,13.26
94.82,2183,9.23,15.62
93.89,2421,12.39,13.25
97.13,2114,2.04,13.9
97.63,2430,-1.25,19.9
91.72,2343,15.38,16.81
98.06,2577,2.62,19.15
91.76,1979,7.14,15.73
93.89,1976,7.09,17.22
94.51,2280,4.19,17.03
95.86,2236,17.81,3.73
93.63,2288,5.5,10.37
93.37,2075,14,11.4
96.67,2397,6.19,16.24
95.77,2302,14.79,8.83
91.04,2093,15.52,12.85
95.52,2008,15.97,8.54
95.18,2145,9.29,16.46
90.89,2017,3.71,16.85
98.12,2265,19.77,5.93
92.11,2572,6.08,15.34
95.33,2200,14.23,10.16
93.1,2336,17.67,5.9
95.76,2130,14.99,8.44
94.38,2628,4.58,19.3
94.18,2270,10.14,15.07
91.33,2000,9.09,15.74
94.38,2745,7.44,21.55
92.45,2243,13.56,10.49
91.87,2090,14.05,9.97
91.69,2424,1.29,19.07
92.11,2097,16.45,7.43
97.81,2125,17.32,11.25
97.11,2348,7.97,18.53
92.53,2574,4.63,16.32
91.91,2187,-0.61,10.17
94.75,2362,9.06,15.25
95.48,1979,6.11,8.43
89.18,2373,-0.4,6.9
92.49,2235,4.13,23
95.87,2519,8.23,20.9
92.5,2410,2.38,14.17
90.69,2374,11.96,11.9
94.04,2015,0.77,16.86
95.23,2189,11.83,10.75
95.01,2354,8.98,16.96
93.56,2312,8.69,18.23
95.24,2314,5.08,18.74
94.07,2170,11.48,11.53
94.88,2324,9.3,18.56
94.39,2266,17.81,6.77
96.69,2138,15.46,12.39
94.89,2256,7.39,16.78
91.98,2233,8.43,20.07
85.38,2250,15.91,6.51
90.13,2112,5.13,17.8
